Unnamed: 0,db_path,generated_sql,gold_sql,question,isCorrect,response
1603,spider_data/test_database/car_racing/car_racing.sqlite,"SELECT Make FROM team WHERE Car_Owner  =  ""Buddy Arrington""","SELECT Make FROM team WHERE Car_Owner  =  ""Buddy Arrington""","What are the makes of the teams with car owner ""Buddy Arrington""?",True,"SELECT Make FROM team WHERE Car_Owner  =  ""Buddy Arrington"""
1604,spider_data/test_database/car_racing/car_racing.sqlite,"SELECT T2.make FROM team_driver AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id JOIN driver AS T3 ON T1.driver_id  =  T3.driver_id WHERE T3.country  =  ""USA""","SELECT Make FROM team WHERE Car_Owner  =  ""Buddy Arrington""","Find the make of the team whose car owner is ""Buddy Arrington"".",False,"SELECT T2.make FROM team_driver AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id JOIN driver AS T3 ON T1.driver_id  =  T3.driver_id WHERE T3.country  =  ""USA"""
1605,spider_data/test_database/car_racing/car_racing.sqlite,"SELECT max(points),  min(points) FROM driver","SELECT max(Points) ,  min(Points) FROM driver",What are the maximum and minimum points of drivers.,True,"SELECT max(points),  min(points) FROM driver"
1606,spider_data/test_database/car_racing/car_racing.sqlite,"SELECT max(Laps),  min(Laps) FROM driver","SELECT max(Points) ,  min(Points) FROM driver",Find the highest and lowest points of drivers.,False,"SELECT max(Laps),  min(Laps) FROM driver"
1607,spider_data/test_database/car_racing/car_racing.sqlite,SELECT count(*) FROM driver WHERE points  <  150,SELECT count(*) FROM driver WHERE Points  <  150,How many drivers have points smaller than 150?,True,SELECT count(*) FROM driver WHERE points  <  150
1608,spider_data/test_database/car_racing/car_racing.sqlite,SELECT count(*) FROM driver WHERE points  <  150,SELECT count(*) FROM driver WHERE Points  <  150,Count the number of drivers whose points are below 150.,True,SELECT count(*) FROM driver WHERE points  <  150
1609,spider_data/test_database/car_racing/car_racing.sqlite,SELECT Driver FROM driver ORDER BY Age,SELECT Driver FROM driver ORDER BY Age ASC,List all the driver names in ascending order of age.,True,SELECT Driver FROM driver ORDER BY Age
1610,spider_data/test_database/car_racing/car_racing.sqlite,SELECT Driver FROM driver ORDER BY Age,SELECT Driver FROM driver ORDER BY Age ASC,Sort the driver names by age in ascending order.,True,SELECT Driver FROM driver ORDER BY Age
1611,spider_data/test_database/car_racing/car_racing.sqlite,SELECT Manager FROM team ORDER BY Points DESC,SELECT Driver FROM driver ORDER BY Points DESC,List all the driver names in descending order of points.,False,SELECT Manager FROM team ORDER BY Points DESC
1612,spider_data/test_database/car_racing/car_racing.sqlite,SELECT Driver FROM driver ORDER BY Points DESC,SELECT Driver FROM driver ORDER BY Points DESC,What is the list of drivers ordered by points in descending order?,True,SELECT Driver FROM driver ORDER BY Points DESC
1613,spider_data/test_database/car_racing/car_racing.sqlite,"SELECT T1.Driver,  T1.Country FROM driver AS T1 JOIN team_driver AS T2 ON T1.Driver_ID  =  T2.Driver_ID","SELECT T2.Driver ,  T1.Country FROM country AS T1 JOIN driver AS T2 ON T1.Country_ID  =  T2.Country","Please show the names of drivers, and countries they are from.",False,"SELECT T1.Driver,  T1.Country FROM driver AS T1 JOIN team_driver AS T2 ON T1.Driver_ID  =  T2.Driver_ID"
1614,spider_data/test_database/car_racing/car_racing.sqlite,"SELECT T1.Driver,  T2.Country FROM team_driver AS T1 JOIN driver AS T2 ON T1.Driver_ID  =  T2.Driver_ID","SELECT T2.Driver ,  T1.Country FROM country AS T1 JOIN driver AS T2 ON T1.Country_ID  =  T2.Country","For each driver, return his or her name and country.",False,"SELECT T1.Driver,  T2.Country FROM team_driver AS T1 JOIN driver AS T2 ON T1.Driver_ID  =  T2.Driver_ID"
1615,spider_data/test_database/car_racing/car_racing.sqlite,"SELECT max(Points) FROM driver WHERE Country  =  ""Dublin""","SELECT max(T2.Points) FROM country AS T1 JOIN driver AS T2 ON T1.Country_ID  =  T2.Country WHERE T1.Capital  =  ""Dublin""","Show the maximum points of the drivers from countries with capital ""Dublin""",False,"SELECT max(Points) FROM driver WHERE Country  =  ""Dublin"""
1616,spider_data/test_database/car_racing/car_racing.sqlite,"SELECT max(points) FROM driver WHERE country  =  ""Ireland""","SELECT max(T2.Points) FROM country AS T1 JOIN driver AS T2 ON T1.Country_ID  =  T2.Country WHERE T1.Capital  =  ""Dublin""","What is the maximum points of the drivers from a country whose capital is ""Dublin""?",False,"SELECT max(points) FROM driver WHERE country  =  ""Ireland"""
1617,spider_data/test_database/car_racing/car_racing.sqlite,"SELECT avg(Age) FROM driver WHERE Country = ""England""","SELECT avg(T2.age) FROM country AS T1 JOIN driver AS T2 ON T1.Country_ID  =  T2.Country WHERE T1.Official_native_language  =  ""English""","What is the average age of drivers from countries with official native language ""English""",False,"SELECT avg(Age) FROM driver WHERE Country  =  ""England"""
1618,spider_data/test_database/car_racing/car_racing.sqlite,SELECT avg(T1.age) FROM country AS T1 JOIN driver AS T2 ON T1.country_id  =  T2.country,"SELECT avg(T2.age) FROM country AS T1 JOIN driver AS T2 ON T1.Country_ID  =  T2.Country WHERE T1.Official_native_language  =  ""English""","Find the average age of the drivers from the countries that use ""English"" as official native language.",False,SELECT avg(T1.age) FROM country AS T1 JOIN driver AS T2 ON T1.country_id  =  T2.country
1619,spider_data/test_database/car_racing/car_racing.sqlite,SELECT Country FROM driver WHERE Points  >  150,SELECT T1.Country FROM country AS T1 JOIN driver AS T2 ON T1.Country_ID  =  T2.Country WHERE T2.Points  >  150,What are the countries that have drivers with points larger than 150?,False,SELECT Country FROM driver WHERE Points  >  150
1620,spider_data/test_database/car_racing/car_racing.sqlite,SELECT Country FROM driver WHERE Points  >  150,SELECT T1.Country FROM country AS T1 JOIN driver AS T2 ON T1.Country_ID  =  T2.Country WHERE T2.Points  >  150,Find all the countries where some drivers have points above 150.,False,SELECT Country FROM driver WHERE Points  >  150
1621,spider_data/test_database/car_racing/car_racing.sqlite,SELECT T1.Country FROM country AS T1 JOIN team_driver AS T2 ON T1.Country_id  =  T2.team_id,SELECT T1.Capital FROM country AS T1 JOIN driver AS T2 ON T1.Country_ID  =  T2.Country ORDER BY T2.Points DESC LIMIT 1,What is the capital of the country where the driver with the most points is from?,False,SELECT T1.Country FROM country AS T1 JOIN team_driver AS T2 ON T1.Country_id  =  T2.team_id
1622,spider_data/test_database/car_racing/car_racing.sqlite,"SELECT T2.Country,  T1.Capital FROM driver AS T1 JOIN team_driver AS T2 ON T1.Driver_id  =  T2.Driver_id",SELECT T1.Capital FROM country AS T1 JOIN driver AS T2 ON T1.Country_ID  =  T2.Country ORDER BY T2.Points DESC LIMIT 1,Which country is the driver with the highest points from? Give me the capital of the country.,False,"SELECT T2.Country,  T1.Capital FROM driver AS T1 JOIN team_driver AS T2 ON T1.Driver_id  =  T2.Driver_id"
1623,spider_data/test_database/car_racing/car_racing.sqlite,"SELECT Make,  count(*) FROM driver GROUP BY Make","SELECT Make ,  COUNT(*) FROM driver GROUP BY Make",List each make with the number of drivers with that make.,True,"SELECT Make,  count(*) FROM driver GROUP BY Make"
1624,spider_data/test_database/car_racing/car_racing.sqlite,"SELECT T2.Make,  COUNT(*) FROM team_driver AS T1 JOIN team AS T2 ON T1.Team_ID  =  T2.Team_ID GROUP BY T2.Make","SELECT Make ,  COUNT(*) FROM driver GROUP BY Make","For each make, return the make and the count of drivers with that make.",False,"SELECT T2.Make,  COUNT(*) FROM team_driver AS T1 JOIN team AS T2 ON T1.Team_ID  =  T2.Team_ID GROUP BY T2.Make"
1625,spider_data/test_database/car_racing/car_racing.sqlite,SELECT Make FROM driver GROUP BY Make ORDER BY COUNT(*) DESC LIMIT 1,SELECT Make FROM driver GROUP BY Make ORDER BY COUNT(*) DESC LIMIT 1,List the make that are associated with most drivers.,True,SELECT Make FROM driver GROUP BY Make ORDER BY COUNT(*) DESC LIMIT 1
1626,spider_data/test_database/car_racing/car_racing.sqlite,SELECT Make FROM driver GROUP BY Make ORDER BY count(*) DESC LIMIT 1,SELECT Make FROM driver GROUP BY Make ORDER BY COUNT(*) DESC LIMIT 1,Which make does the most drivers have?,True,SELECT Make FROM driver GROUP BY Make ORDER BY count(*) DESC LIMIT 1
1627,spider_data/test_database/car_racing/car_racing.sqlite,SELECT Make FROM driver GROUP BY Make HAVING COUNT(Driver_ID)  >=  3,SELECT Make FROM driver GROUP BY Make HAVING COUNT(*)  >=  3,List the driver makes that are associated with at least three drivers.,True,SELECT Make FROM driver GROUP BY Make HAVING COUNT(Driver_ID)  >=  3
1628,spider_data/test_database/car_racing/car_racing.sqlite,SELECT Make FROM driver GROUP BY Make HAVING COUNT(Driver_ID)  >= 3,SELECT Make FROM driver GROUP BY Make HAVING COUNT(*)  >=  3,Which make is associated with 3 or more drivers?,True,SELECT Make FROM driver GROUP BY Make HAVING COUNT(Driver_ID)  >= 3
1629,spider_data/test_database/car_racing/car_racing.sqlite,SELECT Team FROM team WHERE Team_ID NOT IN (SELECT Team_ID FROM team_driver),SELECT Team FROM team WHERE Team_ID NOT IN (SELECT Team_ID FROM team_driver),List the names of teams that do not have any drivers.,True,SELECT Team FROM team WHERE Team_ID NOT IN (SELECT Team_ID FROM team_driver)
1630,spider_data/test_database/car_racing/car_racing.sqlite,SELECT Team FROM team WHERE Team_ID NOT IN (SELECT Team_ID FROM team_driver),SELECT Team FROM team WHERE Team_ID NOT IN (SELECT Team_ID FROM team_driver),Which team does not have drivers?,True,SELECT Team FROM team WHERE Team_ID NOT IN (SELECT Team_ID FROM team_driver)
1631,spider_data/test_database/car_racing/car_racing.sqlite,SELECT Country FROM driver WHERE make  =  'Dodge' INTERSECT SELECT Country FROM driver WHERE make  =  'Chevrolet',"SELECT t2.country FROM driver AS t1 JOIN country AS t2 ON t1.country  =  t2.country_id WHERE t1.Make  =  ""Dodge"" INTERSECT SELECT t2.country FROM driver AS t1 JOIN country AS t2 ON t1.country  =  t2.country_id WHERE t1.Make  =  ""Chevrolet""","Which country has both drivers with make ""Dodge"" and drivers with make ""Chevrolet""?",False,SELECT Country FROM driver WHERE make  =  'Dodge' INTERSECT SELECT Country FROM driver WHERE make  =  'Chevrolet'
1632,spider_data/test_database/car_racing/car_racing.sqlite,"SELECT Country FROM driver WHERE Make  =  ""Dodge"" INTERSECT SELECT Country FROM driver WHERE Make  =  ""Chevrolet""","SELECT t2.country FROM driver AS t1 JOIN country AS t2 ON t1.country  =  t2.country_id WHERE t1.Make  =  ""Dodge"" INTERSECT SELECT t2.country FROM driver AS t1 JOIN country AS t2 ON t1.country  =  t2.country_id WHERE t1.Make  =  ""Chevrolet""","Find the countries in which there are both drivers with make ""Dodge"" and drivers with make ""Chevrolet"".",False,"SELECT Country FROM driver WHERE Make  =  ""Dodge"" INTERSECT SELECT Country FROM driver WHERE Make  =  ""Chevrolet"""
1633,spider_data/test_database/car_racing/car_racing.sqlite,"SELECT avg(points), sum(points) FROM driver","SELECT sum(Points) ,  avg(Points) FROM driver",Show total and average points of all drivers.,False,"SELECT avg(points),  sum(points) FROM driver"
1634,spider_data/test_database/car_racing/car_racing.sqlite,"SELECT avg(points), sum(points) FROM driver","SELECT sum(Points) ,  avg(Points) FROM driver",What are the total and average points of drivers?,False,"SELECT avg(points),  sum(points) FROM driver"
1635,spider_data/test_database/car_racing/car_racing.sqlite,SELECT Country FROM country WHERE Country_id NOT IN (SELECT Country_id FROM team_driver),SELECT country FROM country WHERE country_id NOT IN (SELECT country FROM driver),Find the countries where no driver come from.,False,SELECT Country FROM country WHERE Country_id NOT IN (SELECT Country_id FROM team_driver)
1636,spider_data/test_database/car_racing/car_racing.sqlite,SELECT Country FROM driver EXCEPT SELECT Country FROM driver,SELECT country FROM country WHERE country_id NOT IN (SELECT country FROM driver),Which countries do not have any drivers?,False,SELECT Country FROM driver EXCEPT SELECT Country FROM driver
1637,spider_data/test_database/car_racing/car_racing.sqlite,"SELECT T2.Manager,  T2.Sponsor FROM team_driver AS T1 JOIN team AS T2 ON T1.Team_ID  =  T2.Team_ID GROUP BY T1.Team_ID ORDER BY count(*) DESC LIMIT 1","SELECT t1.manager ,  t1.sponsor FROM team AS t1 JOIN team_driver AS t2 ON t1.team_id  =  t2.team_id GROUP BY t2.team_id ORDER BY count(*) DESC LIMIT 1",What are the manager and sponsor of the team that has the most drivers?,True,"SELECT T2.Manager,  T2.Sponsor FROM team_driver AS T1 JOIN team AS T2 ON T1.Team_ID  =  T2.Team_ID GROUP BY T1.Team_ID ORDER BY count(*) DESC LIMIT 1"
1638,spider_data/test_database/car_racing/car_racing.sqlite,"SELECT T2.Manager,  T2.Sponsor FROM team_driver AS T1 JOIN team AS T2 ON T1.Team_ID  =  T2.Team_ID","SELECT t1.manager ,  t1.sponsor FROM team AS t1 JOIN team_driver AS t2 ON t1.team_id  =  t2.team_id GROUP BY t2.team_id ORDER BY count(*) DESC LIMIT 1",Find the manager and sponsor of the team that has the most drivers.,False,"SELECT T2.Manager,  T2.Sponsor FROM team_driver AS T1 JOIN team AS T2 ON T1.Team_ID  =  T2.Team_ID"
1639,spider_data/test_database/car_racing/car_racing.sqlite,"SELECT T2.Manager,  T1.Car_ FROM team_driver AS T1 JOIN driver AS T2 ON T1.Driver_ID  =  T2.Driver_ID GROUP BY T1.Driver_ID HAVING count(*)  >=  2","SELECT t1.manager ,  t1.car_owner FROM team AS t1 JOIN team_driver AS t2 ON t1.team_id  =  t2.team_id GROUP BY t2.team_id HAVING count(*)  >=  2",What are the manager and car owner of the team that has at least 2 drivers?,False,"SELECT T2.Manager,  T1.Car_# FROM team_driver AS T1 JOIN driver AS T2 ON T1.Driver_ID  =  T2.Driver_ID GROUP BY T1.Driver_ID HAVING count(*)  >=  2"
1640,spider_data/test_database/car_racing/car_racing.sqlite,"SELECT T1.Manager,  T1.Sponsor FROM team AS T1 JOIN team_driver AS T2 ON T1.Team_ID  =  T2.Team_ID GROUP BY T1.Team_ID HAVING count(*)  >=  2","SELECT t1.manager ,  t1.car_owner FROM team AS t1 JOIN team_driver AS t2 ON t1.team_id  =  t2.team_id GROUP BY t2.team_id HAVING count(*)  >=  2",Find the team with two or more drivers and return the the manager and car owner of the team.,False,"SELECT T1.Manager,  T1.Sponsor FROM team AS T1 JOIN team_driver AS T2 ON T1.Team_ID  =  T2.Team_ID GROUP BY T1.Team_ID HAVING count(*)  >=  2"
1641,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT count(*) FROM institution,SELECT count(*) FROM institution,How many institutions are there?,True,SELECT count(*) FROM institution
1642,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT count(*) FROM institution,SELECT count(*) FROM institution,Count the number of institutions.,True,SELECT count(*) FROM institution
1643,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT Name FROM institution ORDER BY Name,SELECT Name FROM institution ORDER BY Name ASC,List the names of institutions in ascending alphabetical order.,True,SELECT Name FROM institution ORDER BY Name
1644,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT name FROM institution ORDER BY name,SELECT Name FROM institution ORDER BY Name ASC,"What are the names of institutions, ordered alphabetically?",True,SELECT name FROM institution ORDER BY name
1645,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT name FROM institution ORDER BY founded,SELECT Name FROM institution ORDER BY Founded ASC,List the names of institutions in ascending order of founded year.,True,SELECT name FROM institution ORDER BY founded
1646,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT name FROM institution ORDER BY founded,SELECT Name FROM institution ORDER BY Founded ASC,"What are the names of institutions, ordered by the years in which they were founded?",True,SELECT name FROM institution ORDER BY founded
1647,spider_data/test_database/institution_sports/institution_sports.sqlite,"SELECT city,  province FROM institution","SELECT City ,  Province FROM institution",What are the cities and provinces of institutions?,True,"SELECT city,  province FROM institution"
1648,spider_data/test_database/institution_sports/institution_sports.sqlite,"SELECT city,  Province FROM institution","SELECT City ,  Province FROM institution",Return the cities and provinces of institutions.,True,"SELECT city,  Province FROM institution"
1649,spider_data/test_database/institution_sports/institution_sports.sqlite,"SELECT max(Enrollment),  min(Enrollment) FROM institution","SELECT max(Enrollment) ,  min(Enrollment) FROM institution",What are the maximum and minimum enrollment of all institutions?,True,"SELECT max(Enrollment),  min(Enrollment) FROM institution"
1650,spider_data/test_database/institution_sports/institution_sports.sqlite,"SELECT max(Enrollment),  min(Enrollment) FROM institution","SELECT max(Enrollment) ,  min(Enrollment) FROM institution",Return the maximum and minimum enrollment across all institutions.,True,"SELECT max(Enrollment),  min(Enrollment) FROM institution"
1651,spider_data/test_database/institution_sports/institution_sports.sqlite,"SELECT affiliation FROM institution WHERE city!= ""Vancouver""","SELECT Affiliation FROM institution WHERE City != ""Vancouver""","What are the affiliations of institutions that are not in city ""Vancouver""?",True,"SELECT affiliation FROM institution WHERE city!= ""Vancouver"""
1652,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT affiliation FROM institution WHERE city!= 'Vancouver',"SELECT Affiliation FROM institution WHERE City != ""Vancouver""",Return the affiliations of instituions that are not in the city of Vancouver.,True,SELECT affiliation FROM institution WHERE city!= 'Vancouver'
1653,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT Stadium FROM institution ORDER BY Capacity DESC,SELECT Stadium FROM institution ORDER BY Capacity DESC,What are the stadiums of institutions in descending order of the capacity.,True,SELECT Stadium FROM institution ORDER BY Capacity DESC
1654,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT Stadium FROM institution ORDER BY Capacity DESC,SELECT Stadium FROM institution ORDER BY Capacity DESC,"Return the stadiums of institutions, ordered by capacity descending.",True,SELECT Stadium FROM institution ORDER BY Capacity DESC
1655,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT stadium FROM institution ORDER BY enrollment DESC LIMIT 1,SELECT Stadium FROM institution ORDER BY Enrollment DESC LIMIT 1,What is the stadium of the institution with the largest enrollment?,True,SELECT stadium FROM institution ORDER BY enrollment DESC LIMIT 1
1656,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT stadium FROM institution ORDER BY enrollment DESC LIMIT 1,SELECT Stadium FROM institution ORDER BY Enrollment DESC LIMIT 1,Give the stadium of the institution which is the greatest enrollment.,True,SELECT stadium FROM institution ORDER BY enrollment DESC LIMIT 1
1657,spider_data/test_database/institution_sports/institution_sports.sqlite,"SELECT name,  nickname FROM institution","SELECT T2.Name ,  T1.Nickname FROM championship AS T1 JOIN institution AS T2 ON T1.Institution_ID  =  T2.Institution_ID",What are the names and nicknames of institutions?,False,"SELECT name,  nickname FROM institution"
1658,spider_data/test_database/institution_sports/institution_sports.sqlite,"SELECT name, team FROM institution","SELECT T2.Name ,  T1.Nickname FROM championship AS T1 JOIN institution AS T2 ON T1.Institution_ID  =  T2.Institution_ID","Return the names of institutions, as well as their nicknames.",False,"SELECT name,  team FROM institution"
1659,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT nickname FROM institution ORDER BY enrollment LIMIT 1,SELECT T1.Nickname FROM championship AS T1 JOIN institution AS T2 ON T1.Institution_ID  =  T2.Institution_ID ORDER BY T2.Enrollment ASC LIMIT 1,What is the nickname of the institution with the smallest enrollment?,False,SELECT nickname FROM institution ORDER BY enrollment LIMIT 1
1660,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT nickname FROM institution ORDER BY enrollment LIMIT 1,SELECT T1.Nickname FROM championship AS T1 JOIN institution AS T2 ON T1.Institution_ID  =  T2.Institution_ID ORDER BY T2.Enrollment ASC LIMIT 1,Return the nickname of the institution with the lowest enrollment.,False,SELECT nickname FROM institution ORDER BY enrollment LIMIT 1
1661,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT name FROM institution ORDER BY ? DESC,SELECT T2.Name FROM championship AS T1 JOIN institution AS T2 ON T1.Institution_ID  =  T2.Institution_ID ORDER BY T1.Number_of_Championships DESC,List the names of institutions in descending order of the number of championships.,False,SELECT name FROM institution ORDER BY number_of_championships DESC
1662,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT name FROM institution ORDER BY number_of_championships DESC,SELECT T2.Name FROM championship AS T1 JOIN institution AS T2 ON T1.Institution_ID  =  T2.Institution_ID ORDER BY T1.Number_of_Championships DESC,"What are the names of institutions, ordered descending by their number of championships?",False,SELECT name FROM institution ORDER BY number_of_championships DESC
1663,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT name FROM institution WHERE institution_id IN (SELECT institution_id FROM championship),SELECT T2.Name FROM championship AS T1 JOIN institution AS T2 ON T1.Institution_ID  =  T2.Institution_ID WHERE T1.Number_of_Championships  >=  1,List the names of institutions with at least one championship.,False,SELECT name FROM institution WHERE institution_id IN (SELECT institution_id FROM championship)
1664,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT name FROM institution WHERE institution_id IN (SELECT institution_id FROM championship WHERE Number_of_Championships  >=  1),SELECT T2.Name FROM championship AS T1 JOIN institution AS T2 ON T1.Institution_ID  =  T2.Institution_ID WHERE T1.Number_of_Championships  >=  1,What are the names of institutions that have 1 or more championships?,True,SELECT name FROM institution WHERE institution_id IN (SELECT institution_id FROM championship WHERE Number_of_Championships  >=  1)
1665,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT count(*) FROM institution WHERE affiliation  =  'Public',"SELECT sum(T1.Number_of_Championships) FROM championship AS T1 JOIN institution AS T2 ON T1.Institution_ID  =  T2.Institution_ID WHERE T2.Affiliation  =  ""Public""",What is the total number of championship of institution with public affiliation?,False,SELECT count(*) FROM institution WHERE affiliation  =  'Public'
1666,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT sum(Number_of_Championships) FROM championship,"SELECT sum(T1.Number_of_Championships) FROM championship AS T1 JOIN institution AS T2 ON T1.Institution_ID  =  T2.Institution_ID WHERE T2.Affiliation  =  ""Public""",Return the total number of championships of institutions that have a Public affiliation.,True,SELECT sum(Number_of_Championships) FROM championship WHERE affiliation  =  'Public'
1667,spider_data/test_database/institution_sports/institution_sports.sqlite,"SELECT affiliation,  count(*) FROM institution GROUP BY affiliation","SELECT Affiliation ,  COUNT(*) FROM institution GROUP BY Affiliation",What are different types of affiliations of institutions and the corresponding number of institutions?,True,"SELECT affiliation,  count(*) FROM institution GROUP BY affiliation"
1668,spider_data/test_database/institution_sports/institution_sports.sqlite,"SELECT Affiliation,  count(*) FROM institution GROUP BY affiliation","SELECT Affiliation ,  COUNT(*) FROM institution GROUP BY Affiliation",How many institutions are there for each type of affiliation?,True,"SELECT Affiliation,  count(*) FROM institution GROUP BY affiliation"
1669,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT Affiliation FROM institution GROUP BY affiliation ORDER BY count(*) DESC LIMIT 1,SELECT Affiliation FROM institution GROUP BY Affiliation ORDER BY COUNT(*) DESC LIMIT 1,What is the most common type of affiliation for institutions?,True,SELECT Affiliation FROM institution GROUP BY affiliation ORDER BY count(*) DESC LIMIT 1
1670,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT affiliation FROM institution GROUP BY affiliation ORDER BY count(*) DESC LIMIT 1,SELECT Affiliation FROM institution GROUP BY Affiliation ORDER BY COUNT(*) DESC LIMIT 1,Return the most common type of affiliation across all institutions.,True,SELECT affiliation FROM institution GROUP BY affiliation ORDER BY count(*) DESC LIMIT 1
1671,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT founded FROM institution GROUP BY founded HAVING count(*) > 1,"SELECT Founded ,  COUNT(*) FROM institution GROUP BY Founded HAVING COUNT(*)  >  1",In which years were more than one institution founded?,False,SELECT founded FROM institution GROUP BY founded HAVING count(*)  >  1
1672,spider_data/test_database/institution_sports/institution_sports.sqlite,"SELECT founded,  count(*) FROM institution GROUP BY founded HAVING count(*)  >  1","SELECT Founded ,  COUNT(*) FROM institution GROUP BY Founded HAVING COUNT(*)  >  1","Return the years in which more than 1 institution was founded, as well as the number of institutions founded in each of those.",True,"SELECT founded,  count(*) FROM institution GROUP BY founded HAVING count(*)  >  1"
1673,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT enrollment FROM institution ORDER BY enrollment DESC,SELECT T1.Nickname FROM championship AS T1 JOIN institution AS T2 ON T1.Institution_ID  =  T2.Institution_ID ORDER BY T2.Capacity DESC,List the nicknames of institutions in descending order of capacity.,False,"SELECT nickname,  enrollment FROM institution ORDER BY enrollment DESC"
1674,spider_data/test_database/institution_sports/institution_sports.sqlite,"SELECT nickname,  capacity FROM institution ORDER BY capacity DESC",SELECT T1.Nickname FROM championship AS T1 JOIN institution AS T2 ON T1.Institution_ID  =  T2.Institution_ID ORDER BY T2.Capacity DESC,"What are the nicknames of institutions, ordered descending by their capacities?",False,"SELECT nickname,  capacity FROM institution ORDER BY capacity DESC"
1675,spider_data/test_database/institution_sports/institution_sports.sqlite,"SELECT sum(enrollment) FROM institution WHERE city  =  ""Vancouver"" OR city  =  ""Calgary""","select sum(enrollment) from institution where city  =  ""vancouver"" or city  =  ""calgary""",What are the total enrollment of institutions in city `` Vancouver '' or `` Calgary '' ?,False,"SELECT sum(enrollment) FROM institution WHERE city  =  ""Vancouver"" OR city  =  ""Calgary"""
1676,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT institution_id FROM institution WHERE city  =  'Vancouver' OR city  =  'Calgary',"select sum(enrollment) from institution where city  =  ""vancouver"" or city  =  ""calgary""",Return all the enrollments of institutions in either the city of Vancouver or the city of Calgary .,False,SELECT institution_id FROM institution WHERE city  =  'Vancouver' OR city  =  'Calgary'
1677,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT Province FROM institution WHERE Founded  <  1920 INTERSECT SELECT Province FROM institution WHERE Founded  >  1950,SELECT Province FROM institution WHERE Founded  <  1920 INTERSECT SELECT Province FROM institution WHERE Founded  >  1950,Show the provinces that have both institutions founded before 1920 and institutions founded after 1950.,True,SELECT Province FROM institution WHERE Founded  <  1920 INTERSECT SELECT Province FROM institution WHERE Founded  >  1950
1678,spider_data/test_database/institution_sports/institution_sports.sqlite,"SELECT Province FROM institution WHERE founded  < ""1920"" EXCEPT SELECT Province FROM institution WHERE founded  > ""1950""",SELECT Province FROM institution WHERE Founded  <  1920 INTERSECT SELECT Province FROM institution WHERE Founded  >  1950,"What are the provinces that have not only institutions founded before 1920, but also institutions founded after 1950?",False,"SELECT Province FROM institution WHERE founded  < ""1920"" EXCEPT SELECT Province FROM institution WHERE founded  > ""1950"""
1679,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT count(DISTINCT province) FROM institution,SELECT count(DISTINCT Province) FROM institution,How many distinct provinces are the institutions in?,True,SELECT count(DISTINCT province) FROM institution
1680,spider_data/test_database/institution_sports/institution_sports.sqlite,SELECT count(DISTINCT Province) FROM institution,SELECT count(DISTINCT Province) FROM institution,Count the number of different provinces that have institutions.,True,SELECT count(DISTINCT Province) FROM institution
1681,spider_data/test_database/warehouse_1/warehouse_1.sqlite,SELECT * FROM WAREHOUSES,SELECT * FROM warehouses,Select all details of all warehouses.,True,SELECT * FROM WAREHOUSES
1682,spider_data/test_database/warehouse_1/warehouse_1.sqlite,SELECT * FROM Warehouses,SELECT * FROM warehouses,What is all the information about the warehouses?,True,SELECT * FROM Warehouses
1683,spider_data/test_database/warehouse_1/warehouse_1.sqlite,"SELECT DISTINCT T2.contents FROM warehouses AS T1 JOIN boxes AS T2 ON T1.code  =  T2.warehouse WHERE T1.location  =  ""New York""",SELECT DISTINCT T1.contents FROM boxes AS T1 JOIN warehouses AS T2 ON T1.warehouse  =  T2.code WHERE LOCATION  =  'New York',Find all different contents stored in New York.,True,"SELECT DISTINCT T2.contents FROM warehouses AS T1 JOIN boxes AS T2 ON T1.code  =  T2.warehouse WHERE T1.location  =  ""New York"""
